prob,log10.PO.,qval,alpha,fst,LOC.num,ID,CHROM,POS,Outliers.qvalue
0.076015,-1.0848,0.86258,0.0090807,0.0043696,1725,151783:77:-,LR633946.1,9236114,FALSE
0.081816,-1.0501,0.84735,-0.028979,0.0042055,1726,151787:88:-,LR633946.1,9237171,FALSE
0.090218,-1.0036,0.78731,-0.038828,0.0042041,1727,151860:41:-,LR633946.1,9283722,FALSE
0.085617,-1.0286,0.82806,-0.042307,0.0041615,1728,151955:15:+,LR633946.1,9348671,FALSE
0.078616,-1.0689,0.85751,-0.010266,0.0043312,1729,152012:76:+,LR633946.1,9381911,FALSE
0.095419,-0.97681,0.69845,-0.039742,0.004199,1730,152058:209:+,LR633946.1,9395550,FALSE
0.077215,-1.0774,0.86052,-9.4903e-4,0.0043317,1731,152180:52:+,LR633946.1,9448365,FALSE
0.094619,-0.98085,0.71601,-0.054879,0.0041433,1732,152295:66:-,LR633946.1,9512159,FALSE
0.089618,-1.0068,0.79367,-0.047221,0.0041575,1733,152386:41:-,LR633946.1,9545850,FALSE
0.083017,-1.0432,0.8424,-0.017112,0.0042613,1734,152500:7:+,LR633946.1,9597077,FALSE
0.086817,-1.022,0.81927,-0.019345,0.0042619,1735,152564:54:+,LR633946.1,9635066,FALSE
0.087618,-1.0176,0.81285,-0.021693,0.004254,1736,152788:59:+,LR633946.1,9774439,FALSE
0.077215,-1.0774,0.86052,-0.016103,0.0042575,1737,152831:129:-,LR633946.1,9797991,FALSE
0.090418,-1.0026,0.785,-0.035106,0.0042282,1738,152927:62:-,LR633946.1,9858383,FALSE
0.075815,-1.086,0.8629,-0.019836,0.0042365,1739,153312:52:+,LR633946.1,10056304,FALSE
0.077616,-1.075,0.85973,-0.019804,0.0042505,1740,153321:14:+,LR633946.1,10060649,FALSE
0.086017,-1.0264,0.82531,-0.023054,0.0042425,1741,153504:285:-,LR633946.1,10143392,FALSE
0.087017,-1.0209,0.81776,0.037576,0.004586,1742,153611:205:-,LR633946.1,10202281,FALSE
0.087017,-1.0209,0.81776,-0.039691,0.0041879,1743,153648:64:+,LR633946.1,10222552,FALSE
0.074015,-1.0973,0.86498,-0.0045035,0.0043052,1744,153727:70:-,LR633946.1,10268442,FALSE
0.089018,-1.01,0.79993,-0.040231,0.0041847,1745,153772:70:+,LR633946.1,10290301,FALSE
0.081816,-1.0501,0.84735,-0.020548,0.0042488,1746,153779:67:-,LR633946.1,10296434,FALSE
0.086817,-1.022,0.81927,-0.044104,0.0041834,1747,153786:135:-,LR633946.1,10301230,FALSE
0.084417,-1.0353,0.83532,-0.024344,0.004255,1748,153947:48:+,LR633946.1,10385895,FALSE
0.093819,-0.98493,0.73159,-0.038019,0.004214,1749,154035:30:+,LR633946.1,10437096,FALSE
0.078816,-1.0677,0.85703,0.012033,0.0044178,1750,154064:108:-,LR633946.1,10448660,FALSE
0.089018,-1.01,0.79993,-0.042446,0.0041803,1751,154162:22:+,LR633946.1,10515143,FALSE
0.09962,-0.95608,0.60348,-0.061897,0.0041243,1752,154319:55:+,LR633946.1,10607054,FALSE
0.09902,-0.95899,0.61669,-0.053831,0.0041556,1753,154408:7:+,LR633946.1,10656240,FALSE
0.084817,-1.033,0.83299,-8.0407e-4,0.0043643,1754,154498:17:+,LR633946.1,10703280,FALSE
0.086617,-1.023,0.82064,-0.034275,0.004213,1755,154677:115:-,LR633946.1,10791419,FALSE
0.073415,-1.1011,0.86554,0.0059064,0.004373,1756,154785:159:+,LR633946.1,10835420,FALSE
0.088018,-1.0154,0.80958,-0.046411,0.0041654,1757,154878:52:-,LR633946.1,10879188,FALSE
0.082016,-1.0489,0.84649,-0.0073162,0.0043326,1758,154899:31:+,LR633946.1,10883416,FALSE
0.084217,-1.0364,0.83639,-0.034006,0.0042063,1759,154910:13:+,LR633946.1,10885321,FALSE
0.088618,-1.0122,0.80409,-0.047401,0.0041621,1760,154920:26:+,LR633946.1,10895706,FALSE
0.070414,-1.1206,0.86711,-0.00733,0.0043146,1761,154971:181:-,LR633946.1,10935477,FALSE
0.075615,-1.0872,0.86321,-0.0044441,0.0043157,1762,155060:9:+,LR633946.1,10987916,FALSE
0.093219,-0.988,0.74303,-0.055369,0.0041383,1763,155187:192:+,LR633946.1,11069208,FALSE
0.090018,-1.0047,0.78948,-0.045251,0.0041936,1764,155249:9:+,LR633946.1,11106423,FALSE
0.086417,-1.0241,0.82232,-0.020657,0.0042958,1765,155309:81:-,LR633946.1,11135762,FALSE
0.11542,-0.88444,0.46269,0.088281,0.0050926,1766,155326:77:-,LR633946.1,11143486,FALSE
0.12362,-0.85058,0.42962,0.095178,0.0051563,1767,155345:48:+,LR633946.1,11158860,FALSE
0.09982,-0.95511,0.59868,0.053472,0.0047198,1768,155392:62:+,LR633946.1,11197093,FALSE
0.077816,-1.0738,0.85938,0.012335,0.0044136,1769,155456:42:+,LR633946.1,11228483,FALSE
0.095219,-0.97782,0.70291,-0.049246,0.0041701,1770,155689:22:+,LR633946.1,11330568,FALSE
0.070814,-1.118,0.867,-5.1194e-4,0.0043414,1771,155697:19:+,LR633946.1,11332440,FALSE
0.088218,-1.0143,0.80767,-0.019157,0.0043212,1772,155718:102:-,LR633946.1,11339471,FALSE
0.071414,-1.114,0.86681,-0.0061898,0.004308,1773,155752:69:+,LR633946.1,11350258,FALSE
0.085817,-1.0275,0.82665,-0.027991,0.0042158,1774,155753:146:-,LR633946.1,11350046,FALSE
0.093419,-0.98697,0.73949,-0.053577,0.0041399,1775,155829:119:-,LR633946.1,11381418,FALSE
0.084817,-1.033,0.83299,-0.03592,0.0041891,1776,156005:13:+,LR633946.1,11471558,FALSE
0.080416,-1.0582,0.85234,-0.026606,0.004227,1777,156039:16:+,LR633946.1,11484700,FALSE
0.071814,-1.1114,0.86664,-0.016343,0.0042608,1778,156065:37:+,LR633946.1,11496870,FALSE
0.086417,-1.0241,0.82232,-0.027744,0.0042334,1779,156233:186:-,LR633946.1,11676519,FALSE
0.080616,-1.0571,0.85176,0.01739,0.0044702,1780,156268:199:-,LR633946.1,11691152,FALSE
0.079416,-1.0642,0.8556,0.011065,0.0044052,1781,156549:34:+,LR633946.1,11836499,FALSE
0.078216,-1.0713,0.85838,-0.0096145,0.0042752,1782,156600:211:+,LR633946.1,11862738,FALSE
0.094819,-0.97984,0.71195,-0.045189,0.0041845,1783,156676:43:+,LR633946.1,11918232,FALSE
0.077616,-1.075,0.85973,-0.027125,0.0042193,1784,156718:129:-,LR633946.1,11981121,FALSE
0.083017,-1.0432,0.8424,-0.012463,0.0042911,1785,156748:245:-,LR633946.1,11997489,FALSE
0.082016,-1.0489,0.84649,-0.021316,0.00425,1786,156873:16:+,LR633946.1,12052512,FALSE
0.085417,-1.0297,0.82928,-0.028373,0.004228,1787,156888:44:+,LR633946.1,12056340,FALSE
0.091218,-0.99838,0.77404,-0.044899,0.0041736,1788,156911:7:+,LR633946.1,12061724,FALSE
0.078416,-1.0701,0.85795,-0.028606,0.0042106,1789,156947:23:+,LR633946.1,12072727,FALSE
0.084017,-1.0375,0.83733,-0.022417,0.0042418,1790,157043:185:-,LR633946.1,12111233,FALSE
0.082016,-1.0489,0.84649,0.03169,0.0045104,1791,157100:46:+,LR633946.1,12141004,FALSE
0.072214,-1.1088,0.86642,-0.0060487,0.0043012,1792,157107:14:+,LR633946.1,12144327,FALSE
0.096019,-0.9738,0.68579,0.067846,0.0048535,1793,157214:78:-,LR633946.1,12216146,FALSE
0.077215,-1.0774,0.86052,0.016958,0.0044409,1794,157264:7:+,LR633946.1,12238133,FALSE
0.079416,-1.0642,0.8556,-0.0219,0.0042358,1795,157331:39:+,LR633946.1,12273151,FALSE
0.090018,-1.0047,0.78948,-0.0024137,0.0044334,1796,157443:21:+,LR633946.1,12319758,FALSE
0.077415,-1.0762,0.86016,-0.014529,0.0042734,1797,157590:212:+,LR633946.1,12685536,FALSE
0.09922,-0.95802,0.61181,-0.053194,0.0041693,1798,157591:11:-,LR633946.1,12685316,FALSE
0.13183,-0.8186,0.40214,0.11221,0.0052727,1799,157683:130:+,LR633946.1,12739333,FALSE
0.084617,-1.0341,0.8343,-0.022413,0.0042538,1800,157845:77:+,LR633946.1,12827821,FALSE
0.083017,-1.0432,0.8424,-0.014983,0.0042814,1801,157856:100:+,LR633946.1,12830064,FALSE
0.072014,-1.1101,0.86654,0.011166,0.0043963,1802,157862:124:-,LR633946.1,12833981,FALSE
0.084617,-1.0341,0.8343,-0.029352,0.0042212,1803,158038:5:+,LR633946.1,12963831,FALSE
0.081616,-1.0512,0.84805,-0.012898,0.0042923,1804,158105:46:-,LR633946.1,13008801,FALSE
0.079416,-1.0642,0.8556,0.0065762,0.0043992,1805,158126:73:+,LR633946.1,13020010,FALSE
0.18784,-0.63586,0.28209,0.20153,0.0063206,1806,158198:90:-,LR633946.1,13046863,FALSE
0.10542,-0.92869,0.51933,0.066086,0.004917,1807,158205:88:+,LR633946.1,13048833,FALSE
0.16443,-0.70599,0.31994,0.15757,0.0056529,1808,158331:26:+,LR633946.1,13109554,FALSE
0.19524,-0.6151,0.26554,0.21098,0.0063506,1809,158493:154:-,LR633946.1,13189706,FALSE
0.086817,-1.022,0.81927,0.036961,0.0046117,1810,158747:109:-,LR633946.1,13335472,FALSE
0.10782,-0.91775,0.50338,0.068033,0.0048947,1811,158764:223:-,LR633946.1,13346705,FALSE
0.9986,2.8532,1.7009e-4,1.605,0.023529,1812,158793:126:+,LR633946.1,13361274,TRUE
0.085617,-1.0286,0.82806,0.016905,0.0044584,1813,158862:68:-,LR633946.1,13393830,FALSE
0.56691,0.11694,0.08143,0.76946,0.012301,1814,158905:246:-,LR633946.1,13408212,FALSE
0.081216,-1.0536,0.8497,-0.023246,0.0042456,1815,158946:23:+,LR633946.1,13425109,FALSE
0.082016,-1.0489,0.84649,-0.017343,0.0042886,1816,159135:271:-,LR633946.1,13521394,FALSE
0.074415,-1.0948,0.86462,0.010595,0.0044092,1817,159254:66:+,LR633946.1,13575648,FALSE
0.097419,-0.96684,0.65359,-0.0619,0.0041432,1818,159256:30:+,LR633946.1,13576030,FALSE
0.095019,-0.97883,0.70681,0.036137,0.0045908,1819,159257:110:-,LR633946.1,13575893,FALSE
0.080616,-1.0571,0.85176,-0.011432,0.0042991,1820,159767:61:+,LR633946.1,13792292,FALSE
0.14123,-0.78396,0.37478,0.12837,0.005411,1821,159867:144:-,LR633946.1,13887375,FALSE
0.080016,-1.0606,0.85365,-0.028013,0.0042259,1822,160187:165:-,LR633946.1,14052351,FALSE
0.089018,-1.01,0.79993,-0.0061403,0.0043397,1823,160190:179:+,LR633946.1,14054480,FALSE
0.082617,-1.0455,0.84398,-0.041162,0.0041855,1824,160475:25:+,LR633946.1,14204013,FALSE
0.070214,-1.122,0.86715,0.0066824,0.0043633,1825,160628:46:-,LR633946.1,14290059,FALSE
0.077816,-1.0738,0.85938,0.0095262,0.0044106,1826,160767:76:+,LR633946.1,14674397,FALSE
0.083017,-1.0432,0.8424,-0.019663,0.0042512,1827,161238:88:-,LR633946.1,15304148,FALSE
0.17303,-0.67935,0.30436,0.18012,0.0059761,1828,161319:26:+,LR633946.1,15341667,FALSE
0.088418,-1.0133,0.8058,0.053988,0.004719,1829,161349:106:-,LR633946.1,15371297,FALSE
0.079616,-1.063,0.85493,0.011794,0.0044031,1830,161584:29:+,LR633946.1,15500845,FALSE
0.093619,-0.98595,0.73523,-0.045859,0.0041757,1831,161804:181:+,LR633946.1,15664564,FALSE
0.088818,-1.0111,0.80195,-0.017248,0.0043031,1832,161940:132:-,LR633946.1,15738620,FALSE
0.090218,-1.0036,0.78731,-0.056366,0.0041447,1833,161950:214:-,LR633946.1,15743736,FALSE
0.092218,-0.99316,0.75959,-0.043564,0.0041778,1834,161951:38:+,LR633946.1,15744042,FALSE
0.077616,-1.075,0.85973,0.023177,0.0044973,1835,162192:34:+,LR633946.1,15872470,FALSE
0.078616,-1.0689,0.85751,-0.012634,0.0042674,1836,162574:64:+,LR633946.1,16063432,FALSE
0.094019,-0.9839,0.7273,-0.049272,0.0041519,1837,162945:120:+,LR633946.1,16304596,FALSE
0.075215,-1.0897,0.86373,-0.01416,0.0042866,1838,163013:83:-,LR633946.1,16363534,FALSE
0.093819,-0.98493,0.73159,0.051608,0.004703,1839,163300:176:-,LR633946.1,16482051,FALSE
0.13623,-0.80214,0.39024,0.11118,0.0053024,1840,163481:69:-,LR633946.1,16586915,FALSE
0.078016,-1.0725,0.85889,0.016109,0.0044435,1841,163499:16:-,LR633946.1,16589533,FALSE
0.076215,-1.0835,0.86225,-0.012092,0.0042923,1842,163535:65:-,LR633946.1,16617107,FALSE
0.095019,-0.97883,0.70681,-0.039364,0.0042169,1843,163939:104:-,LR633946.1,16869223,FALSE
0.079016,-1.0665,0.85666,-0.01863,0.0042435,1844,164244:20:+,LR633946.1,16998998,FALSE
0.086617,-1.023,0.82064,-0.03695,0.0042172,1845,164319:69:+,LR633946.1,17041924,FALSE
0.072414,-1.1075,0.86629,0.0039487,0.0043349,1846,164415:77:-,LR633946.1,17077465,FALSE
0.082016,-1.0489,0.84649,-0.025809,0.0042731,1847,164425:22:+,LR633946.1,17078812,FALSE
0.27285,-0.42569,0.19782,0.32392,0.0074485,1848,164850:28:-,LR633946.1,17315968,FALSE
0.09762,-0.96585,0.64848,0.025756,0.0045992,1849,164913:35:+,LR633946.1,17352047,FALSE
0.085417,-1.0297,0.82928,-0.0040746,0.0043433,1850,164947:243:+,LR633946.1,17368809,FALSE
0.077215,-1.0774,0.86052,0.013102,0.0044325,1851,164983:113:+,LR633946.1,17383880,FALSE
0.078816,-1.0677,0.85703,-0.016573,0.0042803,1852,165146:77:-,LR633946.1,17507259,FALSE
0.92098,1.0665,0.011875,1.3162,0.018626,1853,165356:27:+,LR633946.1,17671483,TRUE
0.069614,-1.126,0.86726,-0.012667,0.0042659,1854,165562:88:+,LR633946.1,17850637,FALSE
0.80216,0.60795,0.037484,1.1197,0.016247,1855,165624:114:-,LR633946.1,17939537,TRUE
0.87618,0.84978,0.020576,1.224,0.01734,1856,165652:81:-,LR633946.1,17969532,TRUE
0.5019,0.0033013,0.10256,0.6587,0.010969,1857,165671:63:-,LR633946.1,17990825,FALSE
0.077015,-1.0786,0.86093,0.0083025,0.004397,1858,165762:84:-,LR633946.1,18045579,FALSE
0.11922,-0.8685,0.44631,0.096359,0.0053709,1859,165768:97:+,LR633946.1,18050287,FALSE
0.19224,-0.62344,0.27391,0.2056,0.0062684,1860,166012:30:-,LR633946.1,18218443,FALSE
0.072815,-1.1049,0.86601,-0.01931,0.0042623,1861,166049:55:-,LR633946.1,18243347,FALSE
0.073015,-1.1037,0.86588,0.0055237,0.0043569,1862,166151:128:-,LR633946.1,18331473,FALSE
0.084617,-1.0341,0.8343,0.02083,0.0044558,1863,166225:63:+,LR633946.1,18402743,FALSE
0.072615,-1.1062,0.86612,0.016891,0.0044092,1864,166254:52:+,LR633946.1,18423349,FALSE
0.080616,-1.0571,0.85176,-0.019489,0.004259,1865,166394:128:-,LR633946.1,18765509,FALSE
0.078216,-1.0713,0.85838,6.1134e-4,0.004326,1866,166398:63:+,LR633946.1,18767242,FALSE
0.074615,-1.0935,0.86442,0.0035548,0.00435,1867,166477:17:+,LR633946.1,18824639,FALSE
0.094619,-0.98085,0.71601,-0.031539,0.0042508,1868,166508:386:+,LR633946.1,18837801,FALSE
0.088018,-1.0154,0.80958,-0.0077427,0.0043684,1869,166594:37:+,LR633946.1,18872204,FALSE
0.086017,-1.0264,0.82531,0.041472,0.0045944,1870,166852:149:-,LR633946.1,18994975,FALSE
0.081816,-1.0501,0.84735,0.0032535,0.0043926,1871,166908:11:+,LR633946.1,19025793,FALSE
0.090818,-1.0005,0.77939,-0.042302,0.0041944,1872,166925:14:+,LR633946.1,19033003,FALSE
0.082617,-1.0455,0.84398,-0.018662,0.0042794,1873,166986:153:-,LR633946.1,19060385,FALSE
0.080616,-1.0571,0.85176,-0.032946,0.0042016,1874,166987:32:+,LR633946.1,19061624,FALSE
0.075815,-1.086,0.8629,0.0084554,0.0043798,1875,167023:250:-,LR633946.1,19077078,FALSE
0.079416,-1.0642,0.8556,-0.021214,0.0042615,1876,167095:97:-,LR633946.1,19111135,FALSE
0.074415,-1.0948,0.86462,0.012889,0.0044193,1877,167098:40:+,LR633946.1,19111458,FALSE
0.084417,-1.0353,0.83532,0.030555,0.0045859,1878,167125:229:-,LR633946.1,19120927,FALSE
0.10322,-0.93892,0.54109,-0.056357,0.0041373,1879,167149:238:-,LR633946.1,19132603,FALSE
0.074415,-1.0948,0.86462,-0.0057545,0.0043003,1880,167151:123:-,LR633946.1,19133575,FALSE
0.080616,-1.0571,0.85176,-0.010872,0.0043006,1881,167165:44:+,LR633946.1,19144645,FALSE
0.094219,-0.98289,0.72422,-0.047052,0.0041926,1882,167191:158:-,LR633946.1,19151590,FALSE
0.081016,-1.0547,0.85023,-0.017468,0.0042662,1883,167203:126:-,LR633946.1,19157656,FALSE
0.092218,-0.99316,0.75959,-0.04059,0.004191,1884,167204:53:+,LR633946.1,19157841,FALSE
0.096819,-0.96981,0.66798,-0.04159,0.0041963,1885,167227:84:+,LR633946.1,19175950,FALSE
0.089418,-1.0079,0.79573,-0.039534,0.004199,1886,167230:46:+,LR633946.1,19178350,FALSE
0.086217,-1.0252,0.82388,-0.023482,0.0042709,1887,167243:8:+,LR633946.1,19186129,FALSE
0.084217,-1.0364,0.83639,-0.029042,0.0042322,1888,167462:80:+,LR633946.1,19350083,FALSE
0.086417,-1.0241,0.82232,-0.040335,0.0041852,1889,167497:128:-,LR633946.1,19361027,FALSE
0.33467,-0.29843,0.16943,0.42376,0.0085752,1890,167547:108:-,LR633946.1,19388644,FALSE
0.076615,-1.0811,0.86164,0.0049567,0.0043581,1891,167560:20:+,LR633946.1,19397008,FALSE
0.077015,-1.0786,0.86093,0.01176,0.0043793,1892,167732:133:-,LR633946.1,19470334,FALSE
0.079216,-1.0653,0.85621,-0.015406,0.0042665,1893,167773:18:+,LR633946.1,19496626,FALSE
0.084217,-1.0364,0.83639,-0.019152,0.0042741,1894,167783:15:+,LR633946.1,19499819,FALSE
0.13423,-0.80956,0.3941,0.12008,0.0054033,1895,167834:154:-,LR633946.1,19517475,FALSE
0.073815,-1.0986,0.86519,0.010968,0.0043717,1896,168065:24:+,LR633946.1,19619934,FALSE
0.075215,-1.0897,0.86373,-0.0012883,0.0043301,1897,168242:127:-,LR633946.1,19704252,FALSE
0.074015,-1.0973,0.86498,-0.0053755,0.0043059,1898,168249:94:+,LR633946.1,19706312,FALSE
0.082617,-1.0455,0.84398,-0.024368,0.0042223,1899,168333:63:-,LR633946.1,19761689,FALSE
0.078816,-1.0677,0.85703,0.0092287,0.0044,1900,168345:14:+,LR633946.1,19765737,FALSE
0.084817,-1.033,0.83299,-0.034723,0.0042279,1901,168376:135:-,LR633946.1,19778283,FALSE
0.071014,-1.1167,0.86692,0.0062025,0.0043658,1902,168503:42:+,LR633946.1,19848505,FALSE
0.080416,-1.0582,0.85234,9.8063e-4,0.0043523,1903,168571:10:+,LR633946.1,19885649,FALSE
0.093219,-0.988,0.74303,0.05564,0.0047502,1904,168763:67:+,LR633946.1,20009794,FALSE
0.079016,-1.0665,0.85666,-0.0040529,0.0043285,1905,168816:9:+,LR633946.1,20035029,FALSE
0.083017,-1.0432,0.8424,-0.02178,0.0042513,1906,168835:9:+,LR633946.1,20044895,FALSE
0.077816,-1.0738,0.85938,-0.017097,0.0042605,1907,169323:16:+,LR633946.1,20307027,FALSE
0.082416,-1.0466,0.84493,-0.0016672,0.0043718,1908,169375:158:-,LR633946.1,20325449,FALSE
0.097019,-0.96882,0.66322,-0.050268,0.0041529,1909,169504:34:-,LR633946.1,20400074,FALSE
0.10682,-0.92228,0.51003,0.071498,0.0048804,1910,169524:177:-,LR633946.1,20405335,FALSE
0.078416,-1.0701,0.85795,0.013618,0.0044056,1911,169649:20:+,LR633946.1,20461833,FALSE
0.095019,-0.97883,0.70681,-0.047953,0.0041821,1912,169700:119:-,LR633946.1,20488903,FALSE
0.097419,-0.96684,0.65359,-0.054054,0.0041527,1913,169730:207:-,LR633946.1,20504195,FALSE
0.081216,-1.0536,0.8497,0.0090717,0.0043851,1914,169747:13:+,LR633946.1,20515650,FALSE
0.077215,-1.0774,0.86052,-1.2316e-4,0.0043433,1915,170154:29:-,LR633946.1,20713338,FALSE
0.081416,-1.0524,0.84889,-0.029072,0.0042351,1916,170316:130:+,LR633946.1,20802610,FALSE
0.081216,-1.0536,0.8497,-0.024778,0.0042308,1917,170321:17:+,LR633946.1,20804538,FALSE
0.12763,-0.83477,0.41267,0.10005,0.0051908,1918,170692:120:-,LR633946.1,20989475,FALSE
0.084217,-1.0364,0.83639,0.02054,0.0045098,1919,170770:219:+,LR633946.1,21044107,FALSE
0.09762,-0.96585,0.64848,-0.054478,0.0041351,1920,170786:27:-,LR633946.1,21049743,FALSE
0.54731,0.082432,0.086233,0.82189,0.01399,1921,171296:91:+,LR633946.1,21487167,FALSE
0.083817,-1.0387,0.83837,-0.034903000000000003,0.0042011,1922,171679:181:-,LR633946.1,21737705,FALSE
0.09762,-0.96585,0.64848,0.067984,0.0048138,1923,171742:7:+,LR633946.1,21767980,FALSE
0.084817,-1.033,0.83299,0.039785,0.0046339,1924,171948:35:+,LR633946.1,21909929,FALSE
0.12302,-0.853,0.43255,0.099777,0.0051949,1925,172139:24:-,LR633946.1,22026017,FALSE
0.079216,-1.0653,0.85621,-0.017564,0.0042554,1926,172174:22:+,LR633946.1,22041849,FALSE
0.091218,-0.99838,0.77404,-0.056594,0.0041171,1927,172179:17:+,LR633946.1,22045743,FALSE
0.10322,-0.93892,0.54109,0.06177,0.0047873,1928,172238:44:-,LR633946.1,22103438,FALSE
0.077816,-1.0738,0.85938,0.0054821,0.0043849,1929,172286:213:-,LR633946.1,22133830,FALSE
0.088618,-1.0122,0.80409,0.036835,0.00462,1930,172451:91:+,LR633946.1,22289010,FALSE
0.096219,-0.9728,0.68103,0.065949,0.004839,1931,172541:117:+,LR633946.1,22342385,FALSE
0.091818,-0.99524,0.76558,-0.0436,0.004163,1932,173424:241:+,LR633946.1,23476140,FALSE
0.096419,-0.9718,0.67708,-0.049275,0.0041581,1933,173490:34:+,LR633946.1,23517774,FALSE
0.088618,-1.0122,0.80409,0.043339,0.0046052,1934,173539:84:+,LR633946.1,23550910,FALSE
0.086217,-1.0252,0.82388,0.035096,0.0045793,1935,173634:77:+,LR633946.1,23626990,FALSE
0.18724,-0.63757,0.28277,0.22704,0.0073301,1936,174135:60:-,LR633946.1,24584385,FALSE
0.10562,-0.92777,0.51819,0.074393,0.0049753,1937,174206:66:+,LR633946.1,24679129,FALSE
0.093219,-0.988,0.74303,-0.04282,0.0041831,1938,175108:74:-,LR633946.1,25713927,FALSE
0.10342,-0.93798,0.53905,-0.058172,0.0041447,1939,175142:153:-,LR633946.1,25744735,FALSE
0.081216,-1.0536,0.8497,-0.014129,0.0042855,1940,175825:75:-,LR633946.1,26361034,FALSE
0.091418,-0.99733,0.77122,0.05525,0.0047573,1941,176904:20:+,LR633946.1,27452929,FALSE
0.21464,-0.56335,0.24459,0.23861,0.006714,1942,176953:91:-,LR633946.1,27480260,FALSE
0.16003,-0.72006,0.32837,0.1575,0.0057727,1943,177167:14:+,LR633946.1,27614839,FALSE
0.61452,0.20254,0.070722,0.82184,0.012741,1944,177177:36:+,LR633946.1,27624829,FALSE
0.09922,-0.95802,0.61181,-0.048815,0.0041764,1945,177352:25:-,LR633946.1,27767278,FALSE
0.079016,-1.0665,0.85666,-6.3924e-4,0.0043509,1946,177456:275:-,LR633946.1,27864785,FALSE
0.090818,-1.0005,0.77939,-0.047985,0.0041612,1947,177774:243:-,LR633946.1,28127163,FALSE
0.084217,-1.0364,0.83639,0.017658,0.0044615,1948,177888:37:+,LR633946.1,28189138,FALSE
0.10262,-0.94174,0.54952,-0.060554,0.0041382,1949,178009:105:-,LR633946.1,28240915,FALSE
0.087017,-1.0209,0.81776,-0.028163,0.004235,1950,178027:71:-,LR633946.1,28249148,FALSE
0.081816,-1.0501,0.84735,-0.0093287,0.004296,1951,178098:12:-,LR633946.1,28338497,FALSE
0.077816,-1.0738,0.85938,9.6474e-5,0.004354,1952,178131:34:-,LR633946.1,28359668,FALSE
0.075215,-1.0897,0.86373,-0.0010807,0.0043555,1953,178161:85:+,LR633946.1,28376154,FALSE
0.092418,-0.99213,0.75597,-0.042217,0.0041864,1954,178186:24:+,LR633946.1,28401909,FALSE
0.096219,-0.9728,0.68103,0.04963,0.0047191,1955,178259:271:-,LR633946.1,28469278,FALSE
0.079216,-1.0653,0.85621,-0.013858,0.0042788,1956,178264:47:+,LR633946.1,28474042,FALSE
0.068414,-1.1341,0.86741,-0.010826,0.0042738,1957,178580:26:+,LR633946.1,28816449,FALSE
0.081416,-1.0524,0.84889,-0.0084349,0.0043162,1958,178753:63:+,LR633946.1,28990423,FALSE
0.081816,-1.0501,0.84735,-0.0034632,0.0043449,1959,178764:68:+,LR633946.1,29000851,FALSE
0.083017,-1.0432,0.8424,0.037324,0.004553,1960,179117:47:+,LR633946.1,29444532,FALSE
0.068614,-1.1327,0.8674,0.0096693,0.0044059,1961,179157:138:-,LR633946.1,29483868,FALSE
0.9994,3.2215,7.0213e-5,1.8045,0.02866,1962,179269:175:-,LR633946.1,29585340,TRUE
0.094019,-0.9839,0.7273,-0.053862,0.0041358,1963,179759:18:+,LR633946.1,30143190,FALSE
0.094019,-0.9839,0.7273,-0.05465,0.0041481,1964,179930:56:+,LR633946.1,30244447,FALSE
0.081416,-1.0524,0.84889,-0.025743,0.00422,1965,179989:64:-,LR633946.1,30280511,FALSE
0.084417,-1.0353,0.83532,-0.021908,0.0042582,1966,180117:86:+,LR633946.1,30373517,FALSE
0.083017,-1.0432,0.8424,-0.0081492,0.0043253,1967,180128:177:+,LR633946.1,30390651,FALSE
0.083217,-1.0421,0.84123,-0.0022759,0.0043567,1968,180151:54:-,LR633946.1,30407068,FALSE
0.092018,-0.9942,0.76252,-0.048924,0.0041716,1969,180373:77:-,LR633946.1,30608916,FALSE
0.088218,-1.0143,0.80767,-0.052792,0.0041476,1970,180418:238:-,LR633946.1,30643389,FALSE
0.083817,-1.0387,0.83837,-0.023428,0.0042345,1971,180748:178:-,LR633946.1,30829690,FALSE
0.12122,-0.86029,0.44073,0.083633,0.0049592,1972,180752:91:-,LR633946.1,30831599,FALSE
0.081216,-1.0536,0.8497,0.021469,0.004464,1973,180941:214:-,LR633946.1,31163413,FALSE
0.094819,-0.97984,0.71195,-0.048861,0.0041732,1974,180995:57:+,LR633946.1,31207123,FALSE
0.09802,-0.96388,0.63805,-0.054311,0.0041447,1975,181033:30:-,LR633946.1,31242410,FALSE
0.077415,-1.0762,0.86016,0.004122,0.0043539,1976,181082:6:-,LR633946.1,31304223,FALSE
0.082016,-1.0489,0.84649,-0.034053,0.0041827,1977,181144:73:-,LR633946.1,31429999,FALSE
0.082016,-1.0489,0.84649,0.0026913,0.004365,1978,181308:80:+,LR633946.1,31564419,FALSE
0.073415,-1.1011,0.86554,-7.3702e-4,0.0043575,1979,181316:111:-,LR633946.1,31566243,FALSE
0.094619,-0.98085,0.71601,-0.044117,0.0041899,1980,181346:22:+,LR633946.1,31614819,FALSE
0.081816,-1.0501,0.84735,-0.024905,0.0042391,1981,181357:90:+,LR633946.1,31617969,FALSE
0.090218,-1.0036,0.78731,-0.050911,0.0041498,1982,181795:173:-,LR633946.1,31872398,FALSE
0.092619,-0.99109,0.75268,-0.050933,0.004145,1983,181837:81:-,LR633946.1,31898398,FALSE
0.092819,-0.99006,0.74973,-0.037037,0.004209,1984,181865:238:-,LR633946.1,31922903,FALSE
